reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,is_review,review_masked,aspect_labels,aspect_sentiments,aspects_raw
f5a7f3,2 năm trước,"Công ty lương thì thấp, mà leader hay đòi hỏi khắt khe từng cái, tính toán. Công ty thì keo kiệt, ko có chế độ gì cho nhân viên, tệ, né gấp",Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,"Công ty lương thì thấp, mà leader hay đòi hỏi khắt khe từng cái, tính toán. Công ty thì keo kiệt, ko có chế độ gì cho nhân viên, tệ, né gấp","Salary & Benefits, Management & Leadership, Culture & Environment","negative, negative, negative","[{""aspect"": ""Salary & Benefits"", ""sentiment"": ""negative""}, {""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}, {""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}]"
2a4ad4,2 năm trước,Ứ** viên nộp CV vô thì tụi nó đăng CV của ứng viên lên gr zalo cho cã công ty biết để đùa giởn ai nộp CV vô cty này thì cẩn thận nha,Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,Ứ** viên nộp CV vô thì tụi nó đăng CV của ứng viên lên gr zalo cho [COMPANY] biết để đùa giởn ai nộp CV vô [COMPANY] này thì cẩn thận nha,Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
fcf6e7,2 năm trước,"Chưa bao giờ làm ở công ty kiểu gia đình như vầy. Đứa im lặng làm tốt thì càng bị đì, đứa bố láo mất dạy thì được ưu tiên. Nói chung tính kỷ luật ở đây đéo còn gì để nói. Không có 0 điểm nên chọn đỡ 1 điểm",Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,"Chưa bao giờ làm ở công ty kiểu gia đình như vầy. Đứa im lặng làm tốt thì càng bị đì, đứa bố láo mất dạy thì được ưu tiên. Nói chung tính kỷ luật ở đây đéo còn gì để nói. Không có 0 điểm nên chọn đỡ 1 điểm","Culture & Environment, Management & Leadership","negative, negative","[{""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}, {""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
c04886,2 năm trước,Công ty này vip trả lương đẳng cấp tháng tết thì trả qua tết rồi chơi tết cái đéo gì đẳng cấp thật sự,Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,Công ty này vip trả lương đẳng cấp tháng tết thì trả qua tết rồi chơi tết cái đéo gì đẳng cấp thật sự,Salary & Benefits,negative,"[{""aspect"": ""Salary & Benefits"", ""sentiment"": ""negative""}]"
dee9c7,2 năm trước,"Càng ngày càng xàm, tào lao nhiều cái. Làm chết mẹ xong bị bắt bớ tùm lum rồi éo còn đồng KPI nào.",Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,"Càng ngày càng xàm, tào lao nhiều cái. Làm chết mẹ xong bị bắt bớ tùm lum rồi éo còn đồng KPI nào.","Management & Leadership, Work Hours & Workload","negative, negative","[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}, {""aspect"": ""Work Hours & Workload"", ""sentiment"": ""negative""}]"
8495c1,2 năm trước,"Mình vừa out cty, team chat Shopee Food thì có vài dòng khách quan sau: Ưu điểm: - Job này có hỗ trợ WFH, lịch làm việc thì xoay ca từ 07h- 22h. Team xếp lịch xong thì có thể linh động tự đổi ca cho nhau. - WFH thì sẽ có slot 22h (làm tới 23h) còn làm văn phòng thì 22h là max. - 1 tháng có 4 ngày off hoặc nhiều hơn nếu bạn xin. Ngày off thì có thể xin trước với sen. (tuy nhiên, vào ngày campaint của Shopee thì sẽ hạn chế off). - Về trả lương thì từ lúc mình vô hơn 1 năm nay cty trả đều ngày 15, có thêm đợt ứng lương vào ngày 30 (chưa bị trễ). - BHXH có, về vấn đề chậm trễ, đóng thiếu thì có nghe nhưng mình chưa gặp. Nhược điểm/khó khăn: - Khối lượng công việc đến giai đoạn đầu năm 2023 vẫn ổn, nhưng từ tháng 03 thì đổi quy trình và tool xử lý thì bị khá ngộp. + Nói 1 tí cho dễ hiểu thì trước đây 1h làm bạn có thể xử lý 40 case chat khá thoải mái nhưng khi đổi tool thì bạn xử 25 case áp lực tương đương 40 case như tool cũ. - Về quy trình (SOP) là vấn đề nặng nhất: sẽ có team QA làm việc với bên trên và đưa ra SOP hoặc cập nhật SOP mới. Đ** đa số nhân viên bị ngộp vì vấn đề này vì mỗi tháng có thể đổi SOP vài lần. - Về mức lương thì bạn cần đạt KPI 1-2 thì mới gọi là ổn (8tr-9tr5) - Tuy nhiên chỉ có người thật sự kỹ và cứng SOP thì mới có thể lấy được loại 1 (tầm 1/4 nhân sự hiện tại). Kể cả những nhân viên làm lâu năm nếu không kịp cập nhật hoặc sai 1 vài lỗi nhỏ thì cũng dẫn đến mất điểm và hạ KPI. - Về các bạn newbie từ sau khi đổi cách xử lý đơn thì đại đa số đạt loại 3-4 là chủ yêu, loại 2 thì rất ít - vì vấn đề này nên team tuyển NB rất nhiều nhưng trụ lại thì ít. - Vấn đề đi trễ, phát sinh: Bạn nào có thói quen xấu này thì ko nên vào cty, vì chỉ cần 1 lần phát sinh bạn có 50% nguy cơ mất KPI tháng đó (vì bạn cần phải OT lại ít nhất 5 slot khi có người khác phát sinh hoặc khi sen cần). - Sẽ có đền đơn nếu bạn ko cẩn thận khi xử lý, cả NB và Oldbie đều dính nếu sơ sót. -------------------------- Chốt: - So với công việc và mức lương thì ổn nếu bạn tập trung và chịu học hỏi. Tuy nhiên, SOP sẽ ngày càng gắt hơn chứ không dễ đi. - Nếu bạn là NB vô cty, mục tiêu thành thạo công việc và kiếm mức lương KPI loại 2 từ 8tr trở lên trong sau 2 tháng thử việc thì mình nghĩ khá là khó vì vấn đề SOP. - Thời điểm còn làm mình thấy môi trường làm việc cũng ko quá phức tạp như nhiều review khác, có thể do mình ít giao tiếp. Cứ vào giờ check in, hết giờ check out - có vấn đề trong công việc thì nhắn sen sẽ hỗ trợ.",Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",True,"Mình vừa out [COMPANY], team chat Shopee Food thì có vài dòng khách quan sau: Ưu điểm: - Job này có hỗ trợ WFH, lịch làm việc thì xoay ca từ 07h- 22h. Team xếp lịch xong thì có thể linh động tự đổi ca cho nhau. - WFH thì sẽ có slot 22h (làm tới 23h) còn làm văn phòng thì 22h là max. - 1 tháng có 4 ngày off hoặc nhiều hơn nếu bạn xin. Ngày off thì có thể xin trước với sen. (tuy nhiên, vào ngày campaint của Shopee thì sẽ hạn chế off). - Về trả lương thì từ lúc mình vô hơn 1 năm nay [COMPANY] trả đều ngày 15, có thêm đợt ứng lương vào ngày 30 (chưa bị trễ). - BHXH có, về vấn đề chậm trễ, đóng thiếu thì có nghe nhưng mình chưa gặp. Nhược điểm/khó khăn: - Khối lượng công việc đến giai đoạn đầu năm 2023 vẫn ổn, nhưng từ tháng 03 thì đổi quy trình và tool xử lý thì bị khá ngộp. + Nói 1 tí cho dễ hiểu thì trước đây 1h làm bạn có thể xử lý 40 case chat khá thoải mái nhưng khi đổi tool thì bạn xử 25 case áp lực tương đương 40 case như tool cũ. - Về quy trình (SOP) là vấn đề nặng nhất: sẽ có team QA làm việc với bên trên và đưa ra SOP hoặc cập nhật SOP mới. Đ** đa số nhân viên bị ngộp vì vấn đề này vì mỗi tháng có thể đổi SOP vài lần. - Về mức lương thì bạn cần đạt KPI 1-2 thì mới gọi là ổn (8tr-9tr5) - Tuy nhiên chỉ có người thật sự kỹ và cứng SOP thì mới có thể lấy được loại 1 (tầm 1/4 nhân sự hiện tại). Kể cả những nhân viên làm lâu năm nếu không kịp cập nhật hoặc sai 1 vài lỗi nhỏ thì cũng dẫn đến mất điểm và hạ KPI. - Về các bạn newbie từ sau khi đổi cách xử lý đơn thì đại đa số đạt loại 3-4 là chủ yêu, loại 2 thì rất ít - vì vấn đề này nên team tuyển NB rất nhiều nhưng trụ lại thì ít. - Vấn đề đi trễ, phát sinh: Bạn nào có thói quen xấu này thì ko nên vào [COMPANY], vì chỉ cần 1 lần phát sinh bạn có 50% nguy cơ mất KPI tháng đó (vì bạn cần phải OT lại ít nhất 5 slot khi có người khác phát sinh hoặc khi sen cần). - Sẽ có đền đơn nếu bạn ko cẩn thận khi xử lý, cả NB và Oldbie đều dính nếu sơ sót. -------------------------- Chốt: - So với công việc và mức lương thì ổn nếu bạn tập trung và chịu học hỏi. Tuy nhiên, SOP sẽ ngày càng gắt hơn chứ không dễ đi. - Nếu bạn là NB vô cty, mục tiêu thành thạo công việc và kiếm mức lương KPI loại 2 từ 8tr trở lên trong sau 2 tháng thử việc thì mình nghĩ khá là khó vì vấn đề SOP. - Thời điểm còn làm mình thấy môi trường làm việc cũng ko quá phức tạp như nhiều review khác, có thể do mình ít giao tiếp. Cứ vào giờ check in, hết giờ check out - có vấn đề trong công việc thì nhắn sen sẽ hỗ trợ.","Salary & Benefits, Management & Leadership, Office & Workspace, Work Hours & Workload, Culture & Environment, Career Growth & Opportunities","positive, negative, positive, negative, neutral, negative","[{""aspect"": ""Salary & Benefits"", ""sentiment"": ""positive""}, {""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}, {""aspect"": ""Office & Workspace"", ""sentiment"": ""positive""}, {""aspect"": ""Work Hours & Workload"", ""sentiment"": ""negative""}, {""aspect"": ""Culture & Environment"", ""sentiment"": ""neutral""}, {""aspect"": ""Career Growth & Opportunities"", ""sentiment"": ""negative""}]"
aaa9aa,3 năm trước,"Có ai từng làm ở đây chưa cho mình xin ít review về cty với, hiện tại thấy đang có tuyển nv hỗ trợ cho Shopee nhưng không biết ra sao.",Việt Mỹ Ssu (15),,,"Việt Mỹ Ssu (15) outsource 151-500 198 A5 Hoàng Văn Thụ, Phường 9, Phú Nhuận, Thành phố Hồ Chí Minh",False,"Có ai từng làm ở đây chưa cho mình xin ít review về [COMPANY] với, hiện tại thấy đang có tuyển nv hỗ trợ cho Shopee nhưng không biết ra sao.",,,[]
69f106,15 giờ trước,"Công ty xạo CV, gửi linh tinh, nếu khách hàng nào bị lừa nhận thì công ty mới ký hợp đồng, còn không thì không nhận. Đừng mất thời gian với tiền xe cộ đến đây làm gì.",VMO Holdings (9),,,,True,"Công ty xạo CV, gửi linh tinh, nếu khách hàng nào bị lừa nhận thì công ty mới ký hợp đồng, còn không thì không nhận. Đừng mất thời gian với tiền xe cộ đến đây làm gì.",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
4aa62c,2 năm trước,ae đã từng làm công ty vào review đi ạ,VMO Holdings (9),,,,False,ae đã từng làm công ty vào review đi ạ,,,[]
fc2809,2 năm trước,Cty nhìn như đa cấp -)),VMO Holdings (9),,,,True,Cty nhìn như đa cấp -)),Culture & Environment,negative,"[{""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}]"
6eaa13,2 năm trước,"Công ty VMO có thằng N***** M*** C**** làm 2 công ty outsourcing, chơi 2 mang , hiện tại đang làm cho cả Evizi lẫn VMO và sắp bị Evizi đuổi vì chơi 2 mang .",VMO Holdings (9),,,,True,"Công ty [COMPANY] có thằng N***** M*** C**** làm 2 công ty outsourcing, chơi 2 mang , hiện tại đang làm cho cả Evizi lẫn [COMPANY] và sắp bị Evizi đuổi vì chơi 2 mang .",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
6bccdd,2 năm trước,"Môi trường công ty ổn, văn hoá oke, dự án tuy nhiều nhưng không được ngon, đội ngũ quản lý tốtTuy nhiên thị trường Japan có mấy em HRs hành xử hơi non nhất là bà cô T*** T** A*, HR gì như mẹ thiên hạ, ăn nói thiếu suy nghĩ còn sân si",VMO Holdings (9),,,,True,"Môi trường công ty ổn, văn hoá oke, dự án tuy nhiều nhưng không được ngon, đội ngũ quản lý tốtTuy nhiên thị trường Japan có mấy em HRs hành xử hơi non nhất là bà cô T*** T** A*, HR gì như mẹ thiên hạ, ăn nói thiếu suy nghĩ còn sân si","Culture & Environment, Management & Leadership, Work Hours & Workload","positive, neutral, negative","[{""aspect"": ""Culture & Environment"", ""sentiment"": ""positive""}, {""aspect"": ""Management & Leadership"", ""sentiment"": ""neutral""}, {""aspect"": ""Work Hours & Workload"", ""sentiment"": ""negative""}]"
b36412,3 năm trước,Em xin review unit c5 a.,VMO Holdings (9),,,,False,Em xin review unit c5 a.,,,[]
a08348,3 năm trước,Công ty outsource rác rưởi.,VMO Holdings (9),,,,True,Công ty outsource rác rưởi.,Culture & Environment,negative,"[{""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}]"
b6dcbd,3 năm trước,Màu mè làm màu thôi ! Tech ko có gì đặc sắc chỉ thuê freelancer về làm outsource. Né !,VMO Holdings (9),,,,True,Màu mè làm màu thôi ! Tech ko có gì đặc sắc chỉ thuê freelancer về làm outsource. Né !,"Management & Leadership, Culture & Environment","negative, negative","[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}, {""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}]"
c01e94,4 năm trước,"Công ty chán, không nên vào thì hơn",VMO Holdings (9),,,,True,"Công ty chán, không nên vào thì hơn",Culture & Environment,negative,"[{""aspect"": ""Culture & Environment"", ""sentiment"": ""negative""}]"
288369,16 giờ trước,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà cty vẫn cho vô làm",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà [COMPANY] vẫn cho vô làm",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
288369,16 giờ trước,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà cty vẫn cho vô làm",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà [COMPANY] vẫn cho vô làm",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
ce9dd7,16 giờ trước,"Công ty dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, cty này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi cty nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên cty cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"[COMPANY] dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, [COMPANY] này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi [COMPANY] nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên [COMPANY] cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
ce9dd7,16 giờ trước,"Công ty dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, cty này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi cty nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên cty cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"Công ty dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, cty này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi cty nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên cty cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
288369,16 giờ trước,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà cty vẫn cho vô làm",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"Kế toán trưởng lại ngọc tuyển ng u, như bò, đ éo biết việc, vậy mà [COMPANY] vẫn cho vô làm",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
ce9dd7,16 giờ trước,"Công ty dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, cty này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi cty nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên cty cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",TONY FRUIT (6),,,"TONY FRUIT (6) Kinh doanh 201-500 212 Đường 48, Phường Vĩnh Hội, TP HCM",True,"[COMPANY] dc cái 1 kèm 1 phòng ban đầy đủ cứ 1 trưởng phòng thì 1 nhân viên, [COMPANY] này dc cái nhiều trưởng phòng ng u dốt mà vẫn dc mrs phượng nuôi trọng dụng Bởi [COMPANY] nuôi dàng trưởng phòng ng u lâu dốt bền vững, nên [COMPANY] cũng ngu lâu dốt bền ko ngốc đầu lên nổi.",Management & Leadership,negative,"[{""aspect"": ""Management & Leadership"", ""sentiment"": ""negative""}]"
